Employee ID,StartDate,start_date_parsed,years_of_service,tenure_group,Title,BusinessUnit,EmployeeStatus,EmployeeType,PayZone,EmployeeClassificationType,DepartmentType,Division,DOB,dob_parsed,State,GenderCode,RaceDesc,MaritalDesc,Performance Score,Current Employee Rating,Survey Date,Engagement Score,engagement_level,Satisfaction Score,Work-Life Balance Score,Training Date,training_date_parsed,Training Program Name,Training Type,Training Outcome,training_success,Training Duration(Days),Training Cost,Age,age_group,flag_under18_at_hire,flag_training_before_hire
3748,06-Apr-19,2019-04-06,7,5-9 yrs,Production Technician I,SVG,Active,Full-Time,ZONE C,Part-Time,Production,General - Con,20-08-1969,1969-08-20,MA,Male,Other,Married,Fully meets,1,18-11-2022,4,High,1,3,23-Dec-22,2022-12-23,Customer Service,Internal,Failed,0,5,588.88,50,50-59,0,0
3749,16-Feb-21,2021-02-16,5,5-9 yrs,Production Technician I,EW,Active,Full-Time,ZONE A,Full-Time,Production,Project Management - Eng,02-05-1985,1985-05-02,MA,Female,Other,Married,Fully meets,4,01-04-2023,1,Low,3,3,28-Sep-22,2022-09-28,Technical Skills,External,Passed,1,4,742.98,36,30-39,0,0
3750,17-Feb-20,2020-02-17,6,5-9 yrs,Production Technician I,MSC,Active,Full-Time,ZONE C,Part-Time,Production,Engineers,16-02-1955,1955-02-16,MA,Male,Black,Single,Fully meets,1,07-12-2022,4,High,1,5,27-Sep-22,2022-09-27,Project Management,External,Passed,1,5,283.05,65,60+,0,0
3751,15-Oct-21,2021-10-15,4,2-4 yrs,Production Technician I,TNS,Active,Contract,ZONE A,Full-Time,Production,Aerial,24-12-1972,1972-12-24,MA,Male,Other,Single,Fully meets,3,05-04-2023,1,Low,1,4,10-Nov-22,2022-11-10,Customer Service,Internal,Incomplete,0,4,511.13,49,40-49,0,0
3752,06-Jul-22,2022-07-06,3,2-4 yrs,Production Technician I,PYZ,Active,Full-Time,ZONE A,Temporary,Production,Engineers,12-10-1954,1954-10-12,MA,Male,White,Divorced,Fully meets,2,04-08-2023,3,Medium,1,5,31-May-23,2023-05-31,Communication Skills,Internal,Completed,1,1,158.86,68,60+,0,0
3753,05-Mar-19,2019-03-05,7,5-9 yrs,Production Technician I,WBL,Active,Part-Time,ZONE B,Part-Time,Production,Project Management - Eng,29-09-1959,1959-09-29,MA,Male,White,Single,Fully meets,4,23-02-2023,1,Low,3,2,19-Sep-22,2022-09-19,Project Management,External,Failed,0,1,741.95,60,60+,0,0
3754,02-Jun-20,2020-06-02,6,5-9 yrs,Production Technician I,NEL,Active,Full-Time,ZONE C,Full-Time,Production,Project Management - Con,31-05-1978,1978-05-31,MA,Male,Black,Married,Fully meets,1,23-04-2023,3,Medium,3,5,08-Mar-23,2023-03-08,Technical Skills,External,Incomplete,0,4,132.52,42,40-49,0,0
3759,01-May-22,2022-05-01,4,2-4 yrs,Production Technician I,EW,Active,Contract,ZONE B,Full-Time,Production,Yard (Material Handling),21-10-1958,1958-10-21,MA,Male,Black,Married,Fully meets,1,28-11-2022,3,Medium,4,1,11-Aug-22,2022-08-11,Project Management,Internal,Completed,1,2,790.71,64,60+,0,0
3760,24-Aug-21,2021-08-24,4,2-4 yrs,Production Technician I,MSC,Active,Full-Time,ZONE A,Part-Time,Production,General - Con,12-02-1960,1960-02-12,MA,Male,Other,Widowed,Fully meets,3,28-10-2022,4,High,3,1,28-Nov-22,2022-11-28,Technical Skills,External,Passed,1,1,680.48,61,60+,0,0
3761,22-Jun-23,2023-06-22,2,2-4 yrs,Production Technician II,CCDR,Active,Contract,ZONE A,Full-Time,Production,General - Sga,23-11-1987,1987-11-23,MA,Female,Black,Married,Fully meets,1,30-05-2023,2,Low,4,1,18-Aug-22,2022-08-18,Customer Service,External,Failed,0,1,947.57,36,30-39,0,1
3764,16-Feb-22,2022-02-16,4,2-4 yrs,Production Technician II,MSC,Active,Full-Time,ZONE B,Temporary,Production,General - Sga,13-12-1995,1995-12-13,MA,Female,Black,Single,Fully meets,3,11-07-2023,2,Low,1,5,30-Aug-22,2022-08-30,Communication Skills,External,Incomplete,0,2,239.16,27,Under 30,0,0
3765,02-Sep-22,2022-09-02,3,2-4 yrs,Production Technician II,TNS,Active,Part-Time,ZONE A,Temporary,Production,Yard (Material Handling),30-06-1969,1969-06-30,MA,Female,Hispanic,Widowed,Fully meets,3,02-01-2023,1,Low,1,2,25-Nov-22,2022-11-25,Customer Service,Internal,Completed,1,5,275.94,53,50-59,0,0
3767,26-Aug-21,2021-08-26,4,2-4 yrs,Production Technician I,TNS,Terminated,Full-Time,ZONE B,Part-Time,Production,General - Con,07-03-1993,1993-03-07,MA,Female,Black,Divorced,Fully meets,2,09-07-2023,2,Low,5,3,12-Oct-22,2022-10-12,Leadership Development,Internal,Completed,1,4,840.46,28,Under 30,0,0
3768,31-Dec-20,2020-12-31,5,5-9 yrs,Production Technician I,SVG,Active,Contract,ZONE B,Full-Time,Production,Catv,30-05-1991,1991-05-30,MA,Female,Black,Divorced,Fully meets,4,27-01-2023,2,Low,4,1,04-Jan-23,2023-01-04,Leadership Development,Internal,Completed,1,3,145.76,29,Under 30,0,0
3769,12-Dec-20,2020-12-12,5,5-9 yrs,Production Technician I,PYZ,Active,Full-Time,ZONE A,Full-Time,Production,Fielders,21-11-1952,1952-11-21,MA,Male,Asian,Married,Fully meets,3,25-09-2022,3,Medium,5,3,12-Oct-22,2022-10-12,Project Management,Internal,Incomplete,0,2,647.7,68,60+,0,0
3770,13-Jan-22,2022-01-13,4,2-4 yrs,Production Technician I,PL,Terminated,Contract,ZONE B,Temporary,Production,Aerial,26-01-1995,1995-01-26,MA,Male,Asian,Married,Fully meets,3,06-05-2023,1,Low,3,3,05-Jul-23,2023-07-05,Project Management,Internal,Incomplete,0,2,536.2,27,Under 30,0,0
3771,24-Jan-21,2021-01-24,5,5-9 yrs,Production Technician I,NEL,Terminated,Part-Time,ZONE B,Temporary,Production,General - Con,20-09-1981,1981-09-20,MA,Male,Asian,Married,Fully meets,3,25-09-2022,2,Low,2,4,26-Mar-23,2023-03-26,Communication Skills,Internal,Incomplete,0,5,769.97,40,40-49,0,0
3772,08-Feb-22,2022-02-08,4,2-4 yrs,Production Technician I,MSC,Active,Full-Time,ZONE A,Temporary,Production,Engineers,05-02-1966,1966-02-05,MA,Female,Asian,Divorced,Fully meets,3,10-09-2022,2,Low,5,1,01-Jan-23,2023-01-01,Communication Skills,External,Completed,1,1,894.66,56,50-59,0,0
3773,11-Oct-20,2020-10-11,5,5-9 yrs,Production Technician I,EW,Terminated,Part-Time,ZONE A,Temporary,Production,Engineers,16-05-1972,1972-05-16,MA,Female,Hispanic,Divorced,Fully meets,3,16-10-2022,1,Low,5,2,15-Nov-22,2022-11-15,Project Management,External,Failed,0,2,374.02,48,40-49,0,0
3774,20-Jun-19,2019-06-20,6,5-9 yrs,Production Technician I,CCDR,Active,Part-Time,ZONE B,Full-Time,Production,Engineers,06-04-1998,1998-04-06,MA,Male,Black,Single,Fully meets,3,11-04-2023,5,High,3,1,04-Feb-23,2023-02-04,Leadership Development,Internal,Passed,1,5,569.42,21,Under 30,0,0
3775,13-Jul-21,2021-07-13,4,2-4 yrs,Production Technician I,BPC,Active,Contract,ZONE B,Part-Time,Production,Field Operations,15-10-1980,1980-10-15,MA,Male,Other,Widowed,Fully meets,3,15-04-2023,2,Low,1,3,14-Nov-22,2022-11-14,Customer Service,Internal,Completed,1,1,172.82,41,40-49,0,0
3776,14-Oct-21,2021-10-14,4,2-4 yrs,Production Technician I,WBL,Active,Contract,ZONE A,Full-Time,Production,General - Eng,28-04-1980,1980-04-28,MA,Male,Black,Married,Fully meets,3,13-12-2022,4,High,1,5,05-Feb-23,2023-02-05,Project Management,Internal,Completed,1,4,585.84,41,40-49,0,0
3777,09-Nov-21,2021-11-09,4,2-4 yrs,Production Technician I,TNS,Active,Contract,ZONE C,Temporary,Production,Aerial,21-03-1966,1966-03-21,MA,Male,Black,Single,Fully meets,3,28-10-2022,4,High,3,2,13-Oct-22,2022-10-13,Project Management,External,Completed,1,1,759.38,55,50-59,0,0
3778,02-Apr-23,2023-04-02,3,2-4 yrs,Production Technician I,SVG,Active,Full-Time,ZONE A,Full-Time,Production,Wireline Construction,09-02-1992,1992-02-09,MA,Male,Other,Married,Fully meets,3,06-02-2023,1,Low,5,3,13-Sep-22,2022-09-13,Customer Service,Internal,Completed,1,5,341.74,31,30-39,0,1
3782,09-Mar-19,2019-03-09,7,5-9 yrs,Production Technician I,MSC,Terminated,Full-Time,ZONE B,Temporary,Production,Field Operations,25-09-1984,1984-09-25,MA,Male,Asian,Widowed,Fully meets,3,19-07-2023,1,Low,5,1,11-Dec-22,2022-12-11,Technical Skills,Internal,Passed,1,5,506.4,35,30-39,0,0
3783,09-May-20,2020-05-09,6,5-9 yrs,Production Technician I,EW,Active,Contract,ZONE A,Full-Time,Production,Fielders,11-04-1962,1962-04-11,MA,Male,Asian,Divorced,Fully meets,3,07-03-2023,3,Medium,4,3,25-Jan-23,2023-01-25,Technical Skills,External,Completed,1,5,851.24,58,50-59,0,0
3784,14-Aug-22,2022-08-14,3,2-4 yrs,Production Technician I,CCDR,Active,Contract,ZONE A,Temporary,Production,Splicing,14-03-1998,1998-03-14,MA,Female,White,Single,Fully meets,3,04-03-2023,3,Medium,3,2,12-Oct-22,2022-10-12,Communication Skills,Internal,Completed,1,2,671.12,24,Under 30,0,0
3785,18-Jan-22,2022-01-18,4,2-4 yrs,Production Technician II,PL,Active,Contract,ZONE C,Temporary,Production,Project Management - Con,20-10-1977,1977-10-20,MA,Female,Black,Divorced,Fully meets,3,05-05-2023,3,Medium,2,2,01-Oct-22,2022-10-01,Project Management,External,Passed,1,1,257.8,45,40-49,0,0
3786,22-Jun-21,2021-06-22,4,2-4 yrs,Production Technician II,PYZ,Terminated,Full-Time,ZONE A,Part-Time,Production,Field Operations,10-06-1962,1962-06-10,MA,Female,Black,Divorced,Fully meets,3,29-12-2022,3,Medium,4,2,17-Apr-23,2023-04-17,Leadership Development,External,Failed,0,4,280.06,59,50-59,0,0
3787,19-Jan-23,2023-01-19,3,2-4 yrs,Production Technician II,SVG,Terminated,Full-Time,ZONE C,Part-Time,Production,General - Sga,29-08-1972,1972-08-29,MA,Female,White,Widowed,Fully meets,3,06-03-2023,1,Low,2,1,26-Apr-23,2023-04-26,Project Management,External,Passed,1,4,140.03,51,50-59,0,0
3788,17-May-23,2023-05-17,3,2-4 yrs,Production Technician II,TNS,Terminated,Part-Time,ZONE A,Full-Time,Production,Field Operations,06-09-1976,1976-09-06,MA,Female,Black,Married,Fully meets,3,05-05-2023,3,Medium,4,2,21-Mar-23,2023-03-21,Customer Service,External,Completed,1,2,796.95,47,40-49,0,1
3789,07-Jun-20,2020-06-07,5,5-9 yrs,Production Technician II,WBL,Active,Contract,ZONE A,Part-Time,Production,Wireline Construction,25-05-1977,1977-05-25,MA,Female,Other,Widowed,Fully meets,3,25-09-2022,3,Medium,1,4,26-Oct-22,2022-10-26,Technical Skills,External,Incomplete,0,1,997.38,43,40-49,0,0
3790,07-Jul-23,2023-07-07,2,2-4 yrs,Production Technician II,PYZ,Active,Full-Time,ZONE A,Temporary,Production,Yard (Material Handling),11-12-1962,1962-12-11,MA,Female,Hispanic,Single,Fully meets,3,31-07-2023,3,Medium,2,1,18-Mar-23,2023-03-18,Communication Skills,External,Completed,1,2,676.95,61,60+,0,1
3791,28-Mar-20,2020-03-28,6,5-9 yrs,Production Technician I,WBL,Active,Full-Time,ZONE B,Full-Time,Production,Finance & Accounting,02-02-1978,1978-02-02,MA,Female,Asian,Divorced,Fully meets,3,07-09-2022,4,High,1,1,12-Feb-23,2023-02-12,Leadership Development,External,Failed,0,2,348.89,42,40-49,0,0
3792,23-May-19,2019-05-23,7,5-9 yrs,Production Technician I,NEL,Active,Part-Time,ZONE C,Full-Time,Production,Engineers,08-06-1998,1998-06-08,MA,Male,White,Married,Fully meets,3,25-09-2022,2,Low,2,2,09-Sep-22,2022-09-09,Project Management,External,Passed,1,1,385.62,21,Under 30,0,0
3793,20-Apr-19,2019-04-20,7,5-9 yrs,Production Technician I,PL,Active,Full-Time,ZONE B,Full-Time,Production,General - Con,15-01-1952,1952-01-15,MA,Male,Asian,Married,Fully meets,3,15-05-2023,2,Low,3,3,24-Nov-22,2022-11-24,Project Management,Internal,Completed,1,2,552.67,67,60+,0,0
3794,09-Sep-18,2018-09-09,7,5-9 yrs,Production Technician I,BPC,Active,Contract,ZONE A,Full-Time,Production,General - Con,20-01-1996,1996-01-20,MA,Male,Asian,Widowed,Fully meets,5,05-12-2022,1,Low,1,3,17-Apr-23,2023-04-17,Communication Skills,External,Failed,0,2,645.11,22,Under 30,0,0
3795,14-Jul-22,2022-07-14,3,2-4 yrs,Production Technician I,CCDR,Active,Part-Time,ZONE A,Part-Time,Production,General - Sga,01-08-1989,1989-08-01,MA,Male,White,Divorced,Exceeds,3,29-09-2022,4,High,3,2,25-Jan-23,2023-01-25,Project Management,External,Passed,1,1,954.02,33,30-39,0,0
3796,17-Apr-19,2019-04-17,7,5-9 yrs,Production Technician I,SVG,Active,Contract,ZONE A,Part-Time,Production,General - Con,27-08-1964,1964-08-27,MA,Female,Hispanic,Married,Exceeds,3,28-06-2023,1,Low,5,2,03-Jul-23,2023-07-03,Technical Skills,External,Incomplete,0,5,255.74,55,50-59,0,0
3797,15-May-20,2020-05-15,6,5-9 yrs,Production Technician I,EW,Active,Contract,ZONE A,Full-Time,Production,Catv,26-06-1975,1975-06-26,MA,Female,Black,Married,Fully meets,3,03-09-2022,3,Medium,4,2,09-Mar-23,2023-03-09,Technical Skills,External,Completed,1,2,279.38,45,40-49,0,0
3798,04-Apr-20,2020-04-04,6,5-9 yrs,Production Technician I,MSC,Active,Full-Time,ZONE C,Full-Time,Production,General - Con,21-12-1961,1961-12-21,MA,Male,Other,Widowed,Fully meets,3,08-11-2022,1,Low,1,1,22-Aug-22,2022-08-22,Project Management,External,Passed,1,5,303.44,59,50-59,0,0
3799,15-Oct-22,2022-10-15,3,2-4 yrs,Production Technician I,TNS,Active,Full-Time,ZONE A,Temporary,Production,Executive,24-11-1964,1964-11-24,MA,Male,Hispanic,Single,Exceeds,3,24-12-2022,3,Medium,1,3,07-Aug-22,2022-08-07,Communication Skills,Internal,Incomplete,0,4,809.38,58,50-59,0,1
3800,11-Jul-19,2019-07-11,6,5-9 yrs,Production Technician I,PYZ,Active,Contract,ZONE C,Part-Time,Production,General - Sga,09-12-1950,1950-12-09,MA,Male,Other,Married,Fully meets,3,08-12-2022,5,High,3,5,14-Oct-22,2022-10-14,Customer Service,Internal,Completed,1,4,886.12,69,60+,0,0
3804,15-May-19,2019-05-15,7,5-9 yrs,Production Technician I,BPC,Active,Full-Time,ZONE C,Part-Time,Production,General - Con,26-09-1978,1978-09-26,MA,Female,Hispanic,Single,Fully meets,3,07-03-2023,3,Medium,2,2,15-Feb-23,2023-02-15,Customer Service,External,Incomplete,0,4,414.55,41,40-49,0,0
3805,28-Apr-22,2022-04-28,4,2-4 yrs,Production Technician I,CCDR,Active,Full-Time,ZONE B,Part-Time,Production,General - Con,23-04-1982,1982-04-23,MA,Male,Other,Divorced,Fully meets,3,31-12-2022,2,Low,5,2,31-Aug-22,2022-08-31,Communication Skills,External,Incomplete,0,1,391.88,40,40-49,0,0
3806,23-Sep-21,2021-09-23,4,2-4 yrs,Production Technician I,SVG,Active,Contract,ZONE C,Temporary,Production,Field Operations,01-09-1974,1974-09-01,MA,Male,Other,Married,Fully meets,3,13-03-2023,4,High,1,5,09-Sep-22,2022-09-09,Customer Service,External,Passed,1,4,600.64,47,40-49,0,0
3807,15-Sep-21,2021-09-15,4,2-4 yrs,Production Technician I,EW,Active,Contract,ZONE C,Temporary,Production,Project Management - Con,16-05-1964,1964-05-16,MA,Male,Asian,Single,Fully meets,3,17-08-2022,4,High,5,4,26-Mar-23,2023-03-26,Communication Skills,External,Passed,1,1,997.74,57,50-59,0,0
3809,06-Oct-19,2019-10-06,6,5-9 yrs,Network Engineer,TNS,Active,Part-Time,ZONE B,Part-Time,It/is,Field Operations,20-01-2001,2001-01-20,MA,Male,Hispanic,Single,Fully meets,3,04-09-2022,3,Medium,1,5,21-Oct-22,2022-10-21,Technical Skills,External,Incomplete,0,3,786.62,18,Under 30,0,0
3810,16-Feb-20,2020-02-16,6,5-9 yrs,Sr. Network Engineer,PL,Active,Full-Time,ZONE A,Temporary,It/is,General - Sga,10-10-1959,1959-10-10,CT,Female,Black,Single,Fully meets,3,22-12-2022,3,Medium,3,1,21-Dec-22,2022-12-21,Communication Skills,External,Completed,1,3,189.7,61,60+,0,0
3811,14-May-22,2022-05-14,4,2-4 yrs,Sr. Network Engineer,PL,Active,Part-Time,ZONE B,Temporary,It/is,Fielders,11-03-1958,1958-03-11,CT,Male,Hispanic,Widowed,Fully meets,3,18-05-2023,1,Low,1,1,15-May-23,2023-05-15,Technical Skills,External,Completed,1,2,484.02,64,60+,0,0
3812,13-Feb-19,2019-02-13,7,5-9 yrs,Sr. Network Engineer,BPC,Active,Contract,ZONE B,Full-Time,It/is,General - Eng,24-05-1985,1985-05-24,MA,Female,Hispanic,Single,Fully meets,3,11-01-2023,3,Medium,3,1,02-Jun-23,2023-06-02,Communication Skills,Internal,Failed,0,5,299.74,34,30-39,0,0
3813,24-Aug-22,2022-08-24,3,2-4 yrs,IT Support,SVG,Active,Part-Time,ZONE A,Part-Time,It/is,Engineers,25-02-1955,1955-02-25,MA,Male,Hispanic,Widowed,Fully meets,3,06-06-2023,2,Low,3,4,21-Jul-23,2023-07-21,Technical Skills,Internal,Failed,0,1,169.79,67,60+,0,0
3815,26-Mar-21,2021-03-26,5,5-9 yrs,Network Engineer,SVG,Active,Contract,ZONE C,Part-Time,It/is,Project Management - Con,26-05-1984,1984-05-26,MA,Male,White,Divorced,Fully meets,3,23-02-2023,1,Low,5,3,05-Feb-23,2023-02-05,Project Management,Internal,Failed,0,1,910.09,37,30-39,0,0
3816,01-May-21,2021-05-01,5,5-9 yrs,IT Support,WBL,Active,Full-Time,ZONE A,Temporary,It/is,Field Operations,10-08-1956,1956-08-10,MA,Male,Hispanic,Single,Fully meets,3,26-12-2022,1,Low,1,5,20-Dec-22,2022-12-20,Communication Skills,External,Passed,1,5,912.1,65,60+,0,0
3817,10-Oct-21,2021-10-10,4,2-4 yrs,IT Support,CCDR,Active,Part-Time,ZONE A,Full-Time,It/is,General - Con,01-01-1978,1978-01-01,MA,Female,Black,Single,Needs improvement,3,24-06-2023,3,Medium,3,1,07-Mar-23,2023-03-07,Customer Service,Internal,Incomplete,0,4,456.65,43,40-49,0,0
3819,20-Jan-20,2020-01-20,6,5-9 yrs,Network Engineer,MSC,Active,Full-Time,ZONE B,Part-Time,It/is,Aerial,26-11-1957,1957-11-26,MA,Female,Asian,Single,Fully meets,3,01-07-2023,4,High,1,1,29-Dec-22,2022-12-29,Leadership Development,Internal,Incomplete,0,3,906.45,63,60+,0,0
3820,11-Aug-18,2018-08-11,7,5-9 yrs,Network Engineer,EW,Active,Contract,ZONE C,Full-Time,It/is,General - Con,29-09-1976,1976-09-29,MA,Female,Other,Divorced,Fully meets,3,26-07-2023,1,Low,3,4,19-Aug-22,2022-08-19,Project Management,External,Incomplete,0,2,333.8,42,40-49,0,0
3821,18-Dec-21,2021-12-18,4,2-4 yrs,Sr. Network Engineer,TNS,Active,Contract,ZONE A,Temporary,It/is,Field Operations,03-04-1981,1981-04-03,MA,Male,White,Single,Fully meets,3,05-12-2022,5,High,4,4,30-Nov-22,2022-11-30,Project Management,External,Passed,1,2,866.63,40,40-49,0,0
3822,24-Sep-19,2019-09-24,6,5-9 yrs,Network Engineer,WBL,Active,Full-Time,ZONE B,Part-Time,Executive office,General - Con,18-09-1975,1975-09-18,MA,Male,Hispanic,Divorced,Fully meets,3,23-03-2023,4,High,4,5,08-Dec-22,2022-12-08,Technical Skills,Internal,Incomplete,0,5,357.58,44,40-49,0,0
3823,17-Oct-22,2022-10-17,3,2-4 yrs,Network Engineer,TNS,Active,Full-Time,ZONE A,Temporary,Executive office,Shop (Fleet),24-08-1987,1987-08-24,MA,Male,White,Single,Needs improvement,3,16-11-2022,5,High,4,1,21-Sep-22,2022-09-21,Communication Skills,External,Completed,1,4,516.9,35,30-39,0,1
3825,05-Nov-22,2022-11-05,3,2-4 yrs,IT Support,PYZ,Active,Full-Time,ZONE A,Part-Time,It/is,Field Operations,23-05-1998,1998-05-23,MA,Male,Black,Married,Fully meets,3,22-12-2022,4,High,4,2,24-Sep-22,2022-09-24,Leadership Development,Internal,Completed,1,1,728.77,24,Under 30,0,1
3826,26-Apr-23,2023-04-26,3,2-4 yrs,IT Support,PL,Active,Part-Time,ZONE B,Full-Time,It/is,Field Operations,11-04-2001,2001-04-11,MA,Male,Asian,Divorced,Fully meets,3,17-11-2022,2,Low,1,3,21-Nov-22,2022-11-21,Communication Skills,Internal,Completed,1,4,286.12,22,Under 30,0,1
3827,29-May-19,2019-05-29,7,5-9 yrs,IT Support,NEL,Active,Part-Time,ZONE B,Part-Time,It/is,General - Eng,24-09-1992,1992-09-24,MA,Male,Asian,Widowed,Fully meets,3,25-12-2022,3,Medium,3,4,01-Feb-23,2023-02-01,Communication Skills,Internal,Failed,0,5,997.15,27,Under 30,0,0
3828,12-Sep-19,2019-09-12,6,5-9 yrs,Sr. Network Engineer,PL,Active,Part-Time,ZONE A,Full-Time,It/is,Aerial,28-10-1990,1990-10-28,MA,Male,Black,Divorced,Fully meets,3,21-02-2023,2,Low,5,1,13-Jun-23,2023-06-13,Leadership Development,External,Failed,0,2,984.63,29,Under 30,0,0
3829,27-Jan-19,2019-01-27,7,5-9 yrs,Sr. Network Engineer,BPC,Active,Part-Time,ZONE C,Full-Time,It/is,Project Management - Con,12-03-1956,1956-03-12,MA,Male,Other,Married,Exceeds,3,30-10-2022,3,Medium,2,1,24-Oct-22,2022-10-24,Project Management,External,Incomplete,0,5,233.67,63,60+,0,0
3831,14-Sep-18,2018-09-14,7,5-9 yrs,Enterprise Architect,SVG,Active,Part-Time,ZONE C,Part-Time,It/is,Field Operations,07-03-1950,1950-03-07,CT,Female,Hispanic,Divorced,Needs improvement,3,19-05-2023,3,Medium,2,5,22-Mar-23,2023-03-22,Project Management,Internal,Failed,0,2,784.73,68,60+,0,0
3833,26-Jan-22,2022-01-26,4,2-4 yrs,Network Engineer,PYZ,Active,Full-Time,ZONE A,Part-Time,Executive office,Field Operations,12-05-1953,1953-05-12,MA,Male,Asian,Single,Pip,3,04-02-2023,3,Medium,5,2,23-Jun-23,2023-06-23,Leadership Development,External,Completed,1,2,409.16,69,60+,0,0
3834,10-May-19,2019-05-10,7,5-9 yrs,Network Engineer,WBL,Active,Contract,ZONE C,Part-Time,Executive office,Field Operations,11-07-1961,1961-07-11,MA,Male,Hispanic,Married,Fully meets,3,25-01-2023,3,Medium,5,5,04-Jan-23,2023-01-04,Technical Skills,External,Passed,1,1,700.53,58,50-59,0,0
3835,02-Jan-19,2019-01-02,7,5-9 yrs,IT Support,NEL,Active,Part-Time,ZONE B,Part-Time,It/is,Yard (Material Handling),11-10-1993,1993-10-11,MA,Male,Hispanic,Divorced,Fully meets,3,01-10-2022,5,High,3,1,05-Nov-22,2022-11-05,Customer Service,External,Failed,0,3,439.63,26,Under 30,0,0
3837,02-Oct-22,2022-10-02,3,2-4 yrs,IT Support,BPC,Active,Part-Time,ZONE A,Part-Time,It/is,Finance & Accounting,27-08-1956,1956-08-27,MA,Male,Other,Single,Pip,3,15-10-2022,5,High,3,1,22-Feb-23,2023-02-22,Communication Skills,Internal,Failed,0,3,320.34,66,60+,0,0
3838,17-Dec-18,2018-12-17,7,5-9 yrs,IT Support,CCDR,Active,Part-Time,ZONE A,Full-Time,It/is,Field Operations,14-08-1979,1979-08-14,MA,Female,Asian,Single,Pip,3,05-12-2022,1,Low,1,2,19-Apr-23,2023-04-19,Communication Skills,Internal,Failed,0,2,510.23,39,30-39,0,0
3839,11-Oct-21,2021-10-11,4,2-4 yrs,Sr. Network Engineer,PL,Active,Contract,ZONE B,Part-Time,It/is,General - Con,27-09-2000,2000-09-27,MA,Male,Hispanic,Divorced,Pip,3,04-04-2023,3,Medium,3,4,12-Jun-23,2023-06-12,Communication Skills,External,Failed,0,4,403.0,21,Under 30,0,0
3840,01-Apr-23,2023-04-01,3,2-4 yrs,Sr. Network Engineer,BPC,Active,Part-Time,ZONE B,Full-Time,It/is,Field Operations,25-10-1969,1969-10-25,MA,Male,Hispanic,Single,Fully meets,3,03-02-2023,1,Low,5,4,06-Nov-22,2022-11-06,Technical Skills,External,Failed,0,4,170.61,54,50-59,0,1
3841,20-Mar-21,2021-03-20,5,5-9 yrs,Principal Data Architect,CCDR,Active,Full-Time,ZONE C,Full-Time,It/is,Wireline Construction,17-06-1970,1970-06-17,CT,Male,Asian,Single,Fully meets,3,18-05-2023,5,High,4,4,24-Jan-23,2023-01-24,Customer Service,External,Passed,1,4,872.91,51,50-59,0,0
3844,10-Jun-21,2021-06-10,4,2-4 yrs,Network Engineer,PYZ,Active,Part-Time,ZONE C,Temporary,Executive office,General - Con,02-06-1961,1961-06-02,MA,Male,White,Single,Pip,3,01-02-2023,3,Medium,2,5,09-Jul-23,2023-07-09,Project Management,External,Failed,0,5,603.67,60,60+,0,0
3845,25-Aug-19,2019-08-25,6,5-9 yrs,Network Engineer,WBL,Active,Contract,ZONE A,Full-Time,Executive office,Field Operations,10-08-1969,1969-08-10,MA,Male,Hispanic,Single,Pip,3,05-08-2023,4,High,5,3,17-Aug-22,2022-08-17,Project Management,Internal,Passed,1,5,546.24,50,50-59,0,0
3846,04-May-20,2020-05-04,6,5-9 yrs,IT Support,NEL,Active,Contract,ZONE C,Full-Time,It/is,Wireline Construction,10-08-1975,1975-08-10,MA,Male,Asian,Single,Fully meets,3,27-01-2023,4,High,5,1,11-Apr-23,2023-04-11,Leadership Development,Internal,Incomplete,0,4,607.97,45,40-49,0,0
3847,24-Feb-19,2019-02-24,7,5-9 yrs,IT Support,PL,Active,Part-Time,ZONE B,Temporary,It/is,Field Operations,06-09-1998,1998-09-06,MA,Male,Hispanic,Single,Fully meets,3,04-10-2022,5,High,3,1,28-Mar-23,2023-03-28,Technical Skills,Internal,Completed,1,4,130.59,21,Under 30,0,0
3848,24-Sep-19,2019-09-24,6,5-9 yrs,IT Support,BPC,Active,Full-Time,ZONE C,Temporary,It/is,Field Operations,18-08-1996,1996-08-18,MA,Male,Asian,Married,Fully meets,3,02-10-2022,5,High,1,4,18-Nov-22,2022-11-18,Communication Skills,Internal,Incomplete,0,2,443.56,23,Under 30,0,0
3849,13-Feb-21,2021-02-13,5,5-9 yrs,IT Support,CCDR,Active,Contract,ZONE A,Part-Time,It/is,General - Con,21-01-1979,1979-01-21,MA,Female,White,Widowed,Fully meets,3,07-09-2022,3,Medium,3,1,15-Mar-23,2023-03-15,Leadership Development,External,Passed,1,3,436.47,42,40-49,0,0
3850,05-Jan-20,2020-01-05,6,5-9 yrs,Sr. Network Engineer,MSC,Active,Part-Time,ZONE B,Temporary,It/is,Yard (Material Handling),17-08-1953,1953-08-17,MA,Male,Hispanic,Single,Fully meets,3,15-10-2022,1,Low,3,5,01-Nov-22,2022-11-01,Communication Skills,Internal,Completed,1,1,355.75,67,60+,0,0
3855,25-May-21,2021-05-25,5,5-9 yrs,Network Engineer,WBL,Active,Part-Time,ZONE B,Part-Time,Executive office,People Services,01-10-1999,1999-10-01,MA,Male,Other,Widowed,Fully meets,3,24-04-2023,5,High,3,4,02-Oct-22,2022-10-02,Communication Skills,External,Passed,1,1,157.94,22,Under 30,0,0
